review_id,review_year,review_date,date_display,rating,review_text,attribution,source_label,featured
2018-014,2018,2018-02-07,"February 7, 2018",5,"Excellent, collaborative, Doug is marvelous",,Direct feedback,no
2018-013,2018,2018-02-07,"February 7, 2018",5,"Excellent course, well thought out. Great guide. Course examples.",Deb J.,Direct feedback,no
2018-012,2018,2018-02-07,"February 7, 2018",5,One of those trainings that changes how you see everything. Not just work or Scrum. Amazing training.,Blanca S.,Direct feedback,no
2018-011,2018,2018-02-07,"February 7, 2018",5,"This is a very informative class overall. I learned a lot about the principles of Scrum and the roles of the product owner, Scrum Master and development team.",,Direct feedback,no
2018-010,2018,2018-02-07,"February 7, 2018",5,Class gave me lots of insight and broadened my understanding. Group work was very dynamic. Found some exercises go on too long.,Helen C.,Direct feedback,no
2018-009,2018,2018-02-07,"February 7, 2018",4,The class provided a great overview of Scrum. Engagement during class at the table using different activities helped get better understanding of the concepts.,,Direct feedback,no
2018-008,2018,2018-02-07,"February 7, 2018",4,A very informative course.,Kamaljit S.,Direct feedback,no
2018-007,2018,2018-02-07,"February 7, 2018",5,Great class,Chris W.,Direct feedback,no
2018-006,2018,2018-02-07,"February 7, 2018",5,Good,,Direct feedback,no
2018-005,2018,2018-02-07,"February 7, 2018",5,Knowledgeable.,Zakee,Direct feedback,no
2018-004,2018,2018-02-07,"February 7, 2018",5,Good topics covered. Roles of SM and PO classification was helpful. SM as bit less important to team and the lead.,Vincent T.,Direct feedback,no
2018-003,2018,2018-02-07,"February 7, 2018",5,Excellent instruction on Scrum. Great workshops and collaboration.,Tim H.,Direct feedback,no
2018-002,2018,2018-02-07,"February 7, 2018",5,Excellent!! I learned so much! I loved the active exercises with the team.,,Direct feedback,no
2018-001,2018,2018-02-07,"February 7, 2018",5,I really enjoyed discussions. The various activities kept me engaged and the sprint simulation was very effective in teaching key team concepts. Excellent course.,Stephanie T.,Direct feedback,no
2017-023,2017,2017-02-23,"February 23, 2017",5,Very better than other teachers.,Ravi,Direct feedback,no
2017-022,2017,2017-02-23,"February 23, 2017",5,The instructor had great presence and knowledge of the subject matter coupled with refreshing humor.,Jessica,Direct feedback,no
2017-021,2017,2017-02-23,"February 23, 2017",5,Great class. Exceeded my expectations. Lots of practical application.,Scott,Direct feedback,no
2017-020,2017,2017-02-23,"February 23, 2017",5,"Best training on CSM. My $1000 is worth investment. Doug is very nice and he let me take the test Exploring Scrum take home, as I don't have cash. He trusted me to pay this course which I will do.",Sneh,Direct feedback,no
2017-019,2017,2017-02-23,"February 23, 2017",5,Awesome Class. Doug provides conceptual value which is a great learning platform.,Brett,Direct feedback,no
2017-018,2017,2017-02-23,"February 23, 2017",5,Really enjoyed the class. Great clarification on work I was doing subtly wrong. Will help a lot moving forward.,Dan,Direct feedback,no
2017-017,2017,2017-02-23,"February 23, 2017",5,"An extremely intellectual yet relatable instructor led a well paced, informational course.",,Direct feedback,no
2017-016,2017,2017-02-23,"February 23, 2017",5,This is the highest level of expertise I have experienced in all of my readings about SCRUM. I feel well equipped to carry these ideas forward and adapt them in areas we didn't cover.,,Direct feedback,no
2017-015,2017,2017-02-23,"February 23, 2017",5,I thought the class was very insightful and look forward to attempting to implement back at work.,Phillip,Direct feedback,no
2017-014,2017,2017-02-23,"February 23, 2017",4,"I enjoyed the class, and have a better understanding of Scrum.",,Direct feedback,no
2017-013,2017,2017-02-23,"February 23, 2017",5,It was really a great class.,Saritha,Direct feedback,no
2017-012,2017,2017-02-23,"February 23, 2017",5,To someone that knew very little this class was informative and valuable to the future state of my career.,,Direct feedback,no
2017-011,2017,2017-02-23,"February 23, 2017",4,Doug is a fantastic trainer! Kept things interesting and explained concepts/terms thoroughly.,,Direct feedback,no
2017-010,2017,2017-02-23,"February 23, 2017",5,Doug is not parroting another person's work. He is the source of what is being taught.,Matt,Direct feedback,no
2017-009,2017,2017-02-23,"February 23, 2017",5,Some real life situations of organisation must be covered. Overall good subject material. Interactive.,,Direct feedback,no
2017-008,2017,2017-02-23,"February 23, 2017",5,Good course. Doug kept us interested and lively.,,Direct feedback,no
2017-007,2017,2017-02-23,"February 23, 2017",5,Very interactive. Great instructor.,,Direct feedback,no
2017-006,2017,2017-02-23,"February 23, 2017",4,Instructor is very intelligent. Not recommended for someone unfamiliar w/ Agile.,,Direct feedback,no
2017-005,2017,2017-02-23,"February 23, 2017",5,"Appreciate the real-life, candid examples. Also appreciate keeping everyone on task. Often many trainings spend too much time in the weeds.",,Direct feedback,no
2017-004,2017,2017-02-23,"February 23, 2017",5,"Very informative, interactive, and enjoyable. It was good for me despite being somewhat of a novice to Scrum.",,Direct feedback,no
2017-003,2017,2017-02-23,"February 23, 2017",5,Really enjoyed two days. I was able to close most of my questions around agile.,,Direct feedback,no
2017-002,2017,2017-02-23,"February 23, 2017",5,"Fantastic training, gained a lot of useful terms, stories!",Christine,Direct feedback,no
2017-001,2017,2017-03-13,"March 13, 2017",5,Great class! It gives real time practice for Scrum Master certification. Gives answers for all questions. Very Knowledgeable.,Akshay G.,Online review,yes
2016-014,2016,2016-03-30,"March 30, 2016",5,Great job teaching the course!,,Direct feedback,no
2016-013,2016,2016-03-30,"March 30, 2016",5,The instructor was very good in getting the class involved,,Direct feedback,no
2016-012,2016,2016-03-30,"March 30, 2016",5,It is very interactive and practical.,Bashma A.,Direct feedback,no
2016-011,2016,2016-03-30,"March 30, 2016",5,"Overall excellent session, Dan was a great presenter. I've used Scrum for about 5 years and still learned a lot about it.",,Direct feedback,no
2016-010,2016,2016-03-30,"March 30, 2016",5,Excellant,,Direct feedback,no
2016-009,2016,2016-03-30,"March 30, 2016",5,I liked to be on this class and developed/Refreshed some basic skills,,Direct feedback,no
2016-008,2016,2016-03-30,"March 30, 2016",4,Good to very good until the final activity where our team had a dictator which threw out Scrum almost eliminating the learning experience.,Jon G.,Direct feedback,no
2016-007,2016,2016-03-30,"March 30, 2016",5,Great experience,Michael V.,Direct feedback,no
2016-006,2016,2016-03-30,"March 30, 2016",5,Enjoyed the group exercise to apply concepts.,,Direct feedback,no
2016-005,2016,2016-03-30,"March 30, 2016",5,"Good Course, uses hand on knowledge to learn",Aldo D.,Direct feedback,no
2016-004,2016,2016-03-30,"March 30, 2016",5,Excellent class. Jan was an excellent trainer.,Clyde S.,Direct feedback,no
2016-003,2016,2016-03-30,"March 30, 2016",5,"Excellent class, good exercises good discussion, learned that it can be hard to stay in your role.",Gail K.,Direct feedback,no
2016-002,2016,2016-03-30,"March 30, 2016",5,Informative + Useful. Kept me engaged.,,Direct feedback,no
2016-001,2016,2016-03-30,"March 30, 2016",5,The CSM course was very informative!,Vineela,Direct feedback,no
2015-020,2015,2015-04-12,"April 12, 2015",5,Was a wonderful experience to partner with folks with varied skills and learn. Doug and Marcelo - YOU BOTH ROCK!!!,Murali Mohana Krishna Compala Prabhakar,Direct feedback,no
2015-019,2015,2015-04-12,"April 12, 2015",5,This session is really interesting experience with a lot of key takeaways. Most of the topics are something we do in day to day activities without knowledge but interesting to review it with class and understand why we do what we do. Thank you Doug and Marcelo! You guys did a great job with also handling virtual classroom.,Gideon Kalyanapu,Direct feedback,no
2015-018,2015,2015-04-12,"April 12, 2015",5,The class was well focused and interactive. The course material was detailed.,Anuja Kulkarni,Direct feedback,no
2015-017,2015,2015-04-12,"April 12, 2015",5,"Really enjoyed the reading materials and group discussions, then being able to come back together with everyone for questions. For critique from my personal perspective, I thought that Doug’s explanations to questions were to vague at times. Though enjoyed the whiteboard discussions. Additionally, saw some spelling and grammatical errors in the documents. I personally don’t mind, but would suggest to have someone review the docs as an editor for professional perspective.",Alexandra Smith,Direct feedback,no
2015-016,2015,2015-04-12,"April 12, 2015",5,"Overall, I enjoyed the course. It was a great virtual experience. Thanks to Doug and Marcelo for keeping us engaged throughout the course. Loved it! :) I learned several new techniques and improved my vocabulary by learning new termanoligies used in Scrum world. However, one thing I do want to recommend is to have some lecture based sessions as well in addition to the Break Rooms for some topics e.g. Doug explains a topic in a lecture form, and then opens the forum to the audience for Q/A session. Having both types would have the teams more engaged as it adheres to the different learning styles of students involved.",Isra Batool,Direct feedback,no
2015-015,2015,2015-04-12,"April 12, 2015",5,"love the composition of the class the activiteis and the explanatiion of the trainer

very well organiazed thank you",Joelle AL BARDAWIL,Direct feedback,no
2015-014,2015,2015-04-12,"April 12, 2015",4,Learned a ton,Lois Chang,Direct feedback,no
2015-013,2015,2015-04-12,"April 12, 2015",4,It was an amazing platform to learn and reflect the various aspects of scrum and the role of the Product Owner in it. The class for very interact and dynamic in nature. Really like the way Doug and Marcello facilitated collaboration.,Jerry Michael,Direct feedback,no
2015-012,2015,2015-04-12,"April 12, 2015",5,"I think it was a great class, loved the instruction, discussion, the notes and diagrams!",Divya Ramireddygari,Direct feedback,no
2015-011,2015,2015-04-12,"April 12, 2015",4,"I completely understand that it's far more difficult to host this class virtually over the usual classroom setting. However, the current virtual format may be a bit dry and rigid. Instead of all discussion, some could be interactive activities such as every group will get a list of capability and chores, ask each group to assign them and return to bigger room to discuss. Or maybe given a certain background and a list of stories, have each group prioritize them and provide reasoning.",Teresa Chan,Direct feedback,no
2015-010,2015,2015-04-12,"April 12, 2015",5,Great class!,Tyler Reainthong,Direct feedback,no
2015-009,2015,2015-04-12,"April 12, 2015",4,Good content and experienced trainer,Swathi Namburi,Direct feedback,no
2015-008,2015,2015-04-12,"April 12, 2015",5,Excellent class. Doug and Marcelo were great. Breakout format was an good forum for generating discussion and collaboration,Zachary Klein,Direct feedback,no
2015-007,2015,2015-04-12,"April 12, 2015",5,Enjoyed the class! Really liked having Marcelo as a second knowledge expert to share additional view and examples and drawings.,Elizabeth Mueller,Direct feedback,no
2015-006,2015,2015-12-10,"December 10, 2015",5,Was very informative. I have more info now to effect change in my org.,,Direct feedback,no
2015-005,2015,2015-04-12,"April 12, 2015",5,Doug is a Excellent trainer and very knowledgeable surrounding Sprint & Agile.,Barbara Tripp,Direct feedback,no
2015-004,2015,2015-12-10,"December 10, 2015",5,I was pleased with the content and amount of discussion in the class. Frequent references to experience and real world projects was helpful in clarifying how to implement the materials.,Steve,Direct feedback,no
2015-003,2015,2015-04-12,"April 12, 2015",5,"Doug did a very good job of  keeping the class on target and engaged in the class and discussions. This was his first on-line class due to the current situation.  We were able to quickly adapt to using the technology, have meaningful discussions, share content and participate in smaller break-out groups without losing any of what I would have expected to receive in a live class.",Annmarie Perazzoli,Direct feedback,no
2015-002,2015,2015-12-10,"December 10, 2015",5,Practical and insightful. Real life examples.,Michael,Direct feedback,no
2015-001,2015,2015-04-12,"April 12, 2015",5,Doug and Marcelo were great instructors who created a comfortable and engaging learning environment. I am feeling very confident that I will return to work on Monday ready to apply new learned scrum methodologies and make improvements within my organization.,Madeline Tegner,Direct feedback,no
